ph,dissolved_oxygen,turbidity,conductivity,bod,nitrates,total_coliform,latitude,longitude,wqi
5.842,6.256,24.397,155.468,2.663,4.942,2.136,18.029,82.251,55.62
6.457,7.902,9.291,1195.69,5.422,14.536,2.958,30.394,88.809,55.89
6.914,8.737,8.994,365.782,8.07,1.46,3.67,13.151,77.18,64.18
7.284,1.129,8.668,1031.705,3.534,19.106,2.575,29.794,90.68,48.31
6.091,7.033,13.062,1214.658,0.639,3.941,4.07,25.752,73.084,62.12
5.517,13.525,11.073,864.722,6.468,17.667,3.611,13.204,90.696,49.81
7.748,7.747,22.01,1124.281,7.466,16.209,3.075,16.168,87.25,42.05
6.299,9.808,12.687,1009.697,11.573,19.36,0.754,11.558,87.813,51.78
7.616,5.054,12.743,565.518,7.279,9.61,4.18,18.34,81.965,48.3
5.695,11.062,3.545,1222.845,5.918,14.575,4.68,13.499,87.343,54.46
7.165,11.048,24.57,477.317,7.094,7.477,0.685,25.388,70.314,60.82
7.397,7.777,6.324,878.259,11.171,3.769,2.441,34.852,92.695,64.27
5.233,13.688,1.927,1130.827,10.026,8.917,1.294,8.324,69.611,56.94
6.515,2.632,16.612,599.486,4.214,3.398,3.773,22.605,72.314,47.88
5.605,1.22,14.925,489.013,3.228,19.643,3.608,23.489,84.727,37.92
5.285,11.012,10.437,716.052,3.52,2.015,0.704,32.684,89.443,64.36
9.455,11.493,10.613,1236.047,6.301,11.825,4.385,21.662,70.211,49.12
6.451,2.563,19.648,1398.387,9.057,12.567,0.905,22.68,94.702,34.39
8.644,4.453,4.973,840.371,6.287,10.808,3.986,20.735,96.235,48.61
6.146,1.228,20.524,1009.126,1.28,13.277,2.285,15.26,85.573,37.9
8.067,4.813,16.254,1359.747,8.821,2.412,1.641,9.513,81.956,48.11
8.421,11.051,10.532,192.893,9.769,11.145,0.791,19.034,89.5,65.92
7.68,7.733,11.505,386.514,3.829,5.816,0.838,9.42,77.522,72.17
7.122,5.525,6.491,1077.905,8.137,18.81,3.309,22.863,82.305,49.03
6.853,5.833,18.828,1244.429,5.406,15.265,2.752,16.297,94.568,43.16
6.57,1.018,12.871,1292.692,10.725,19.453,0.61,22.407,95.714,30.47
9.183,4.897,8.089,651.905,10.22,0.847,0.563,11.626,94.885,53.76
8.738,9.404,14.942,179.543,6.542,5.774,0.362,33.181,75.611,65.2
9.343,13.665,24.894,684.783,8.452,3.989,3.719,32.152,74.742,45.76
5.559,12.012,10.938,384.565,10.659,0.322,3.559,13.13,76.632,57.5
8.289,1.307,23.025,472.235,6.201,4.922,0.292,17.273,80.798,39.99
9.223,12.681,8.691,1169.788,4.102,13.608,2.801,24.564,77.111,57.49
5.816,11.182,1.463,159.514,9.167,4.699,0.423,10.584,78.852,74.24
5.299,11.145,5.186,1249.993,3.031,10.229,4.519,17.573,85.998,58.63
8.335,6.954,10.526,670.12,4.968,17.768,4.536,14.78,90.113,53.38
7.585,6.174,5.569,914.293,10.456,13.906,3.491,32.719,89.331,55.66
8.788,4.938,0.106,179.996,8.831,7.953,4.631,31.018,91.618,56.84
5.629,1.854,22.884,539.171,5.144,7.512,4.057,23.655,68.933,35.48
8.579,3.967,21.113,180.066,2.97,9.169,4.143,22.049,69.384,48.51
5.907,4.206,18.583,1444.238,4.594,3.623,2.849,33.13,90.892,42.22
5.736,7.293,4.279,1220.529,3.767,12.717,1.53,33.176,83.459,57.84
5.739,10.717,3.097,716.467,2.525,7.347,1.089,34.172,84.766,74.51
8.666,7.16,1.783,374.224,9.048,17.062,1.636,11.385,69.525,60.58
7.993,1.752,18.128,1403.51,3.399,15.155,3.142,12.335,75.404,37.21
7.354,13.451,23.227,549.665,5.723,12.249,0.863,26.272,86.512,59.13
6.615,13.255,10.82,283.427,4.937,7.348,1.293,22.619,92.916,69.76
8.947,11.207,3.067,866.588,11.794,4.278,2.34,8.499,94.593,63.84
6.766,13.887,12.859,1418.472,4.998,15.545,1.165,9.673,82.512,58.77
8.675,8.078,8.786,55.554,1.42,9.78,2.943,31.978,83.819,72.95
6.976,13.516,9.433,395.281,1.533,4.573,4.616,31.46,92.158,75.99
6.696,1.983,15.571,1410.749,7.294,3.984,3.74,17.646,83.591,35.83
7.082,5.754,17.996,298.075,7.393,3.391,3.332,32.058,82.989,53.82
6.356,3.93,2.854,214.203,5.316,15.566,2.914,24.029,94.247,56.75
8.364,3.546,0.986,876.771,5.466,4.657,2.44,29.759,90.908,59.38
7.262,2.83,24.859,1299.674,1.12,10.58,0.933,19.541,94.363,51.31
6.045,9.091,5.895,741.809,6.44,9.086,4.474,11.062,74.329,60.67
9.048,11.157,1.44,1492.118,6.305,11.634,1.243,19.711,83.207,63.39
6.728,8.518,4.828,1034.799,2.22,17.555,0.457,20.347,92.432,70.98
7.446,2.911,1.07,157.409,1.694,17.368,3.75,22.875,71.223,66.35
9.079,11.545,9.856,1489.607,1.921,9.076,0.878,10.851,91.045,67.02
7.809,9.267,20.08,641.447,1.662,0.406,1.859,34.768,73.306,71.23
5.526,6.046,8.597,466.734,7.512,8.586,0.141,14.592,91.435,56.21
9.229,9.764,11.16,858.925,2.76,12.163,0.685,13.361,85.748,63.58
7.825,4.379,16.922,491.246,3.391,11.2,0.866,22.224,73.604,55.6
6.507,5.487,12.771,175.363,2.496,13.062,0.272,22.505,81.727,64.37
5.627,12.927,21.55,52.071,11.515,3.166,3.283,19.875,87.775,50.39
8.573,4.777,21.664,701.896,10.328,12.966,4.185,28.841,86.382,35.15
7.79,7.11,0.347,1263.452,3.151,3.735,1.867,21.95,80.39,71.9
7.401,12.572,19.473,879.857,4.267,15.035,4.373,24.462,94.082,55.59
9.023,10.2,11.572,1498.851,2.914,6.848,1.067,27.541,83.059,60.84
8.549,1.809,24.722,465.928,6.157,14.227,1.627,8.676,82.67,39.85
5.683,2.915,12.132,456.66,0.726,1.053,0.754,23.407,69.805,57.54
6.403,1.102,24.674,281.637,8.221,8.216,3.103,31.873,94.741,32.26
6.118,9.202,18.889,287.892,6.516,14.13,2.099,8.469,73.136,56.15
8.348,6.82,6.29,463.521,10.834,4.615,3.066,18.94,83.322,61.91
5.151,2.746,13.506,1199.618,2.391,15.926,3.808,33.008,91.303,36.76
7.565,13.453,24.804,1363.347,9.747,12.653,2.729,17.535,74.248,46.31
8.431,7.886,21.453,1463.876,9.608,11.792,3.138,20.386,83.294,42.02
8.945,4.145,2.524,386.82,1.963,7.136,4.676,34.502,74.98,63.93
6.539,7.508,17.689,1327.881,5.083,9.701,1.495,13.382,90.031,51.46
8.696,9.835,8.705,525.97,2.457,11.987,1.796,9.762,84.366,70.83
5.498,1.991,0.274,213.619,3.429,9.502,3.589,31.204,92.823,55.06
8.809,4.571,10.147,1311.536,3.527,13.996,3.057,31.449,93.942,45.59
5.574,11.491,5.945,972.353,6.897,8.731,0.893,20.746,86.813,62.18
6.788,6.976,20.49,288.86,5.231,4.125,1.881,21.884,89.036,60.75
8.588,8.106,8.5,673.255,11.399,4.357,2.339,30.567,83.927,58.61
5.675,6.627,20.705,466.524,1.953,0.215,2.097,27.941,79.148,58.02
6.032,1.571,0.115,1118.352,11.697,6.089,0.891,15.159,86.795,46.43
8.25,3.155,7.765,707.454,3.152,15.003,4.622,8.456,94.34,50.94
8.24,6.792,6.105,1484.456,9.388,15.904,3.812,20.952,80.084,47.92
7.885,3.719,5.916,129.38,4.398,4.129,2.407,31.191,77.118,67.8
8.123,1.65,1.798,564.772,2.145,19.185,3.4,32.188,79.265,55.56
7.442,11.967,4.759,748.755,10.366,10.098,4.486,33.818,80.627,62.87
6.133,13.756,13.933,779.544,4.052,18.348,0.681,31.748,70.133,61.65
6.556,11.311,7.355,508.107,8.077,14.165,1.252,23.661,82.455,61.87
5.817,12.099,10.493,1107.398,7.014,14.476,2.714,20.004,82.335,49.36
9.088,4.146,9.484,1318.383,5.925,1.792,3.995,28.921,85.065,44.56
7.625,13.488,21.91,1411.143,6.202,4.478,0.181,27.975,78.522,57.56
6.804,3.56,22.642,1217.385,8.921,0.275,4.92,22.53,85.78,36.11
7.079,13.369,12.375,1283.341,1.509,14.351,2.275,10.358,93.468,66.6
9.263,13.933,8.321,848.291,8.184,6.954,1.796,33.004,95.709,59.2
5.69,10.252,2.759,1247.538,10.802,15.754,1.464,20.301,84.925,55.75
7.638,13.755,23.84,490.081,1.165,6.845,0.872,17.81,69.235,72.61
7.276,8.404,1.6,627.794,2.118,16.405,3.958,24.998,96.108,73.04
7.752,4.374,7.511,509.524,8.741,2.701,4.777,26.194,88.47,54.28
5.081,6.681,7.522,727.712,5.529,3.55,2.068,13.689,77.743,54.52
8.925,8.716,8.078,464.09,5.141,6.883,4.762,30.597,72.268,62.57
9.195,1.95,4.191,1444.337,2.075,8.229,4.119,15.828,72.159,48.43
7.543,9.09,19.601,503.625,6.328,7.039,2.405,13.04,72.865,62.34
8.135,13.755,3.15,192.165,1.955,15.297,3.37,18.973,69.322,79.52
9.151,3.471,15.909,813.885,5.981,2.029,2.175,27.725,94.162,42.65
8.183,11.304,3.184,132.794,9.282,7.089,2.794,34.067,83.682,71.78
5.686,12.803,1.856,210.288,3.47,16.761,0.29,29.851,88.299,71.62
7.593,13.268,22.745,368.115,6.029,1.429,3.481,33.389,92.015,62.72
7.73,13.482,4.834,723.308,11.908,18.853,0.264,11.796,90.955,67.29
6.909,7.779,20.549,678.214,8.396,19.728,4.085,9.922,93.596,43.16
8.314,13.705,13.661,1209.553,10.176,1.863,4.125,23.058,96.05,54.75
9.205,10.845,2.039,1122.238,5.271,5.896,1.185,15.838,80.733,65.83
9.165,3.102,23.891,668.162,9.33,7.511,1.618,30.357,95.56,30.87
7.029,7.2,6.249,533.871,0.966,15.55,2.407,26.144,88.975,72.4
5.51,10.338,21.505,508.88,1.913,11.959,2.983,34.21,70.049,58.21
9.432,4.215,4.303,1172.293,2.835,12.923,1.437,14.879,87.772,51.27
8.775,9.328,21.363,125.505,5.122,15.174,2.962,21.116,87.915,56.9
5.561,9.666,0.429,68.591,10.226,2.448,1.489,21.533,94.27,71.61
9.144,3.115,12.843,1203.539,4.482,16.681,0.277,14.458,78.815,39.23
8.915,8.346,19.259,741.862,8.028,14.142,0.013,23.933,84.962,47.04
7.335,11.031,23.376,239.778,8.657,11.589,0.506,19.969,68.353,58.41
7.661,7.486,22.739,391.571,7.241,17.806,3.961,20.061,77.63,47.39
6.796,1.157,20.509,1402.131,4.608,14.036,4.807,17.794,69.805,26.93
5.246,1.118,22.216,1296.279,7.136,4.114,2.135,8.457,83.134,21.12
6.508,5.641,5.061,1079.188,4.436,8.652,2.563,22.097,91.706,57.36
8.613,13.041,7.176,749.227,1.465,9.931,0.734,17.052,73.987,74.89
5.021,3.973,7.295,804.469,11.917,1.199,2.755,8.036,83.296,43.83
6.501,9.247,9.489,1464.105,1.963,19.097,0.723,16.314,73.916,64.02
6.792,3.887,9.894,1450.367,1.332,2.659,3.056,15.523,71.5,58.2
7.418,5.182,13.659,362.14,10.603,13.979,4.666,18.623,82.819,49.89
9.139,12.025,4.081,1226.102,3.971,10.174,0.978,11.56,70.295,66.28
6.559,10.475,17.312,336.002,7.978,0.61,3.823,21.707,85.033,58.79
6.561,2.24,4.272,359.629,4.284,18.502,0.118,26.696,68.909,58.31
8.319,6.573,7.827,1030.335,5.002,17.052,1.877,25.015,71.095,54.56
7.035,1.379,12.633,637.252,3.514,10.533,0.554,29.701,83.95,51.59
6.011,7.252,19.931,1400.739,4.445,4.656,1.762,20.204,85.151,48.95
7.036,9.612,18.513,179.064,5.223,2.52,0.868,22.015,68.841,67.97
5.634,2.541,16.174,791.712,8.785,7.332,1.867,29.881,84.628,34.02
5.794,4.756,3.979,1381.856,6.383,5.183,2.088,19.548,92.317,47.74
7.243,6.172,13.721,1360.965,11.351,10.183,1.503,26.943,88.947,51.41
6.885,12.954,2.277,276.967,0.982,19.332,3.283,19.734,71.804,77.5
9.117,13.912,9.496,581.625,6.285,11.542,4.594,19.279,85.182,59.06
6.631,1.584,10.397,947.726,7.219,17.81,2.003,28.526,87.495,38.14
7.613,10.893,1.091,281.123,11.082,13.052,0.962,12.721,69.08,74.94
7.845,5.832,6.922,1453.632,1.065,9.557,1.354,17.142,92.805,65.65
5.059,6.102,23.896,1376.387,7.095,17.107,4.27,14.053,94.282,26.12
7.986,10.805,23.845,292.078,10.317,9.48,2.858,17.696,92.663,55.06
5.801,12.94,8.873,225.675,3.282,17.386,2.275,14.22,91.914,66.82
9.325,13.362,1.173,173.842,10.577,5.902,0.748,23.644,89.604,71.22
5.669,8.503,4.559,1368.693,0.719,2.663,2.249,29.551,86.37,69.45
6.866,5.643,9.866,330.755,8.923,17.121,1.392,29.239,87.68,52.58
5.384,11.238,23.7,653.613,11.231,11.79,4.716,17.842,91.385,36.94
9.486,4.263,3.616,700.834,8.058,17.793,4.42,34.697,87.212,42.34
7.26,8.333,19.112,918.566,5.549,18.763,0.42,24.034,77.504,57.58
7.679,5.662,2.806,154.016,1.016,1.167,2.583,18.784,78.903,84.12
5.302,9.536,24.533,378.8,11.081,10.069,1.125,30.56,94.015,47.43
8.375,4.125,9.602,1400.661,5.908,7.562,2.054,27.707,68.497,47.54
5.945,3.491,19.403,1367.195,0.833,12.555,4.384,28.23,88.266,36.74
9.041,12.937,8.631,1182.871,8.433,15.892,2.638,13.296,95.689,51.48
5.923,2.323,15.729,78.132,6.041,5.684,1.671,20.645,88.481,44.14
5.858,7.577,4.881,524.16,1.93,11.18,1.039,31.269,96.823,69.57
5.164,3.871,3.736,960.54,2.964,14.204,4.002,21.609,87.939,47.29
7.124,1.506,23.458,449.026,1.242,2.775,3.123,26.453,68.997,50.53
7.542,1.468,22.949,1368.901,7.104,16.3,2.34,23.874,91.983,29.51
5.296,3.278,22.198,969.14,7.653,12.162,1.087,30.744,76.254,28.65
8.49,12.268,15.673,154.265,6.316,18.996,1.671,15.683,80.936,56.19
7.04,4.672,20.226,1368.058,9.897,6.857,4.799,23.538,77.051,35.63
7.36,13.356,1.819,1438.762,10.402,2.252,2.6,11.327,75.788,64.76
6.983,8.561,8.436,162.683,7.58,10.179,2.003,26.636,80.511,68.16
6.803,6.676,7.911,821.922,0.647,1.808,2.607,27.763,78.984,71.58
7.518,8.541,15.928,489.878,8.495,19.394,3.895,9.157,86.367,50.47
5.699,7.717,8.963,619.617,5.307,0.87,1.701,26.246,91.581,62.28
5.819,10.864,3.798,310.494,7.004,15.095,0.894,19.197,76.616,64.47
8.878,4.672,14.952,888.205,7.964,10.55,2.925,11.351,74.198,41.89
9.258,5.59,20.378,1439.07,4.528,7.436,3.326,19.338,87.34,40.15
6.68,12.623,9.615,779.455,11.047,1.41,3.564,13.244,87.439,62.13
6.218,13.304,3.393,170.226,2.041,12.481,4.41,19.22,94.133,75.81
7.898,12.603,4.998,949.002,8.222,11.746,1.856,18.377,68.462,63.59
6.839,6.453,6.013,543.323,0.55,5.69,0.377,27.937,92.738,78.38
5.114,11.145,7.567,1291.092,11.133,18.213,4.792,28.904,83.109,43.33
5.703,7.192,16.106,680.283,1.794,6.152,2.175,24.39,86.018,57.17
8.222,7.468,15.064,329.617,1.591,9.05,3.116,8.613,70.65,68.66
7.965,3.661,17.432,327.103,4.33,10.921,3.332,33.138,80.546,48.37
5.122,8.685,9.126,1164.708,4.796,2.095,2.733,26.528,74.592,58.73
5.999,3.42,20.618,435.102,2.964,18.65,1.026,8.923,75.373,41.94
6.04,5.31,5.182,1162.488,7.229,7.553,3.776,30.108,82.619,49.43
8.024,12.115,11.779,348.537,5.594,1.708,4.019,13.407,91.561,71.73
5.089,3.692,20.043,516.445,0.893,7.807,2.765,23.639,89.57,45.37
5.468,1.925,4.586,724.956,4.176,12.044,2.443,20.599,85.139,46.28
8.6,1.897,2.836,1417.634,9.82,10.322,0.57,19.336,83.643,44.96
5.803,13.23,22.104,1401.011,8.432,13.921,0.42,32.022,80.392,40.85
7.937,7.59,8.639,349.964,8.836,1.204,1.698,19.809,96.209,69.56
6.072,6.322,17.128,569.418,8.528,5.762,1.554,10.034,84.246,48.48
5.447,11.541,0.731,266.629,4.076,16.403,4.768,33.559,75.365,65.05
6.094,11.866,17.282,789.478,1.646,1.69,3.918,32.854,74.673,62.99
8.25,5.318,7.971,717.845,3.633,17.124,3.3,26.48,85.729,54.76
8.851,10.017,1.488,1356.102,10.066,1.929,2.588,20.633,83.162,61.55
8.736,11.025,15.284,1398.508,11.775,16.706,0.837,10.507,68.223,46.74
6.787,9.51,6.096,606.173,6.179,7.28,4.892,29.35,92.072,64.85
8.006,2.971,9.732,763.02,0.612,12.283,1.875,10.038,88.42,58.46
5.922,12.386,2.106,1349.543,2.111,3.142,0.535,9.852,87.193,77.5
6.319,8.008,3.764,1219.726,4.204,1.417,2.469,22.509,69.995,65.82
9.034,4.672,7.52,55.302,7.154,4.397,4.37,12.323,78.5,54.62
5.059,6.528,2.335,514.086,1.364,2.644,4.436,8.209,95.126,66.94
5.385,1.488,22.78,661.573,11.349,6.317,0.055,19.424,93.015,30.97
5.935,2.662,0.251,383.089,4.698,10.336,4.431,11.705,76.281,54.04
5.119,10.952,12.148,339.379,10.995,11.816,1.357,12.334,72.555,53.01
5.816,1.0,3.169,104.788,9.476,15.818,0.195,10.077,81.024,46.81
7.624,6.415,7.761,982.886,9.188,13.159,4.239,13.538,78.319,52.31
6.896,7.793,23.159,430.64,7.477,12.214,4.319,27.318,87.785,47.04
9.017,1.71,4.126,125.903,7.708,8.294,2.981,29.841,96.027,46.23
8.678,13.65,24.149,384.92,7.837,9.529,2.872,20.218,78.527,50.02
6.538,3.94,5.224,1212.775,7.73,8.349,4.066,21.677,69.805,43.86
6.167,4.955,18.565,1284.659,6.868,16.859,3.932,8.882,94.031,31.55
6.709,4.951,13.712,750.446,11.844,4.677,4.451,9.872,69.101,45.89
7.656,3.995,22.124,653.302,8.921,0.214,2.764,14.954,95.63,45.71
6.206,1.019,13.894,1467.888,9.435,13.061,4.838,22.685,87.273,27.37
7.809,10.481,13.411,340.819,10.533,4.129,4.981,27.968,95.309,60.51
6.842,13.569,4.967,362.271,2.98,17.813,0.583,24.335,73.79,77.17
7.484,3.916,4.239,473.207,1.464,17.195,4.248,18.587,69.18,64.46
6.963,9.62,22.921,300.498,6.053,1.627,2.499,11.195,82.158,64.08
6.325,10.645,8.263,600.08,6.412,2.217,1.938,29.081,81.068,68.58
9.268,12.03,9.365,1370.71,10.036,9.954,3.065,17.822,77.613,47.99
8.436,6.494,19.02,942.254,5.604,12.224,0.28,27.873,95.772,47.56
5.631,4.938,8.537,647.322,7.065,5.571,2.532,21.85,91.855,50.44
8.908,5.229,23.806,1404.896,6.561,14.364,4.354,27.944,87.186,30.02
7.193,10.264,18.474,120.273,0.939,11.939,1.067,32.497,72.723,72.55
9.025,11.618,14.976,354.9,7.575,6.564,2.132,32.868,89.295,56.13
8.599,3.361,22.034,870.538,10.022,0.605,4.697,22.448,89.083,34.6
6.913,5.822,1.335,942.551,2.311,15.028,2.143,21.811,80.327,68.82
5.101,12.725,6.501,107.358,7.335,4.374,1.792,15.173,94.819,63.86
6.209,11.487,11.679,634.406,7.327,16.706,2.203,33.267,72.842,56.02
7.437,13.803,5.752,991.273,2.388,8.464,2.597,20.364,75.753,75.35
7.851,10.805,18.623,1062.202,1.92,11.584,3.16,11.445,69.834,59.69
6.16,6.112,22.988,975.303,11.771,17.472,4.003,19.683,91.068,33.19
5.627,8.678,10.652,514.817,5.028,17.286,2.261,11.43,86.031,55.43
8.757,9.593,8.619,185.604,3.115,7.493,4.087,21.568,77.133,70.75
9.43,2.02,24.043,669.313,2.47,4.257,2.669,23.154,72.751,39.55
7.366,8.078,11.177,236.694,8.177,15.525,1.692,17.119,69.164,63.13
5.773,10.221,12.277,1424.054,7.509,8.718,3.29,9.935,72.836,47.52
6.225,3.175,8.856,738.998,7.901,3.922,3.589,33.475,81.145,46.08
5.083,11.148,22.748,510.026,1.512,18.098,2.79,28.881,75.168,50.35
9.114,8.589,14.267,1161.141,10.776,4.042,0.283,30.65,75.51,52.17
5.53,13.379,19.078,772.025,4.977,0.614,0.849,17.905,93.392,53.03
7.594,1.551,20.314,499.549,4.104,0.504,1.426,28.542,82.939,54.74
6.233,4.449,8.612,1227.353,5.817,12.484,1.413,21.105,89.148,48.42
7.494,8.82,10.899,1307.371,4.986,13.267,3.367,13.429,69.036,59.28
7.931,4.855,21.227,1025.862,10.431,6.29,0.092,11.359,78.59,42.76
8.734,10.288,9.145,118.098,11.187,6.468,3.778,17.316,81.896,61.74
5.929,10.867,19.869,871.168,3.99,6.856,1.327,11.714,73.406,58.23
5.049,2.333,23.531,1156.778,10.435,13.635,1.55,34.953,71.486,17.99
5.616,7.68,15.618,247.929,9.488,1.257,2.64,9.328,93.239,53.42
9.05,7.616,18.567,381.573,11.204,18.589,1.08,19.911,95.244,49.13
8.933,5.801,20.147,1329.618,3.326,4.528,4.422,20.207,70.285,42.5
7.688,13.128,21.141,79.176,7.135,19.993,0.427,16.117,78.122,60.38
7.702,11.758,9.937,1141.454,3.657,3.513,2.222,23.426,95.79,74.13
7.993,10.064,1.376,736.971,9.977,15.454,4.247,12.049,70.412,63.51
5.789,10.286,10.107,697.82,0.561,4.546,3.079,29.166,86.666,70.76
9.115,7.002,16.877,60.29,6.995,1.709,1.462,16.976,96.194,58.42
6.884,12.973,11.314,1238.127,4.401,17.511,2.104,23.966,96.368,58.79
6.724,10.03,18.749,571.746,4.211,17.189,3.533,27.322,81.665,58.18
7.335,10.477,8.989,834.11,7.916,8.131,4.866,32.004,72.72,60.06
5.211,12.202,15.905,1032.086,10.292,14.078,4.466,30.566,73.86,36.87
5.748,4.563,4.742,1068.813,7.506,11.186,1.712,24.424,93.798,46.43
8.321,11.492,18.759,1436.171,10.311,17.074,4.991,18.487,94.439,39.26
5.373,3.538,13.688,820.443,3.543,6.37,0.018,21.587,85.629,48.79
7.714,5.489,5.181,629.593,6.474,10.521,0.138,28.756,90.219,64.09
6.104,5.363,7.369,1432.87,5.681,9.759,4.119,31.694,89.458,49.15
6.752,13.721,18.74,981.06,0.634,7.143,0.997,10.802,87.193,68.71
6.299,12.135,12.117,482.318,6.903,17.84,0.304,18.391,91.991,60.27
6.601,10.115,5.479,233.373,8.108,3.401,1.186,28.955,87.877,71.71
8.236,10.452,24.185,1271.704,7.307,3.075,2.131,19.655,83.486,49.35
6.337,8.307,17.907,575.163,8.967,11.58,3.653,16.97,74.872,44.64
7.549,13.312,23.933,1007.681,7.07,13.184,3.122,19.106,89.573,50.84
7.142,7.451,10.735,732.684,1.268,3.973,1.188,24.277,81.73,75.43
7.987,5.947,11.93,338.448,1.839,7.875,2.516,34.995,76.549,67.21
9.216,3.119,22.459,922.446,7.359,18.937,4.631,21.311,91.256,23.46
8.297,11.221,13.174,137.99,3.662,5.008,4.075,13.629,88.205,70.64
5.967,10.548,17.711,649.347,1.416,13.4,1.616,12.397,95.183,61.83
5.14,5.997,6.379,842.592,5.44,14.829,4.911,9.143,72.798,47.95
6.18,1.328,11.223,682.268,6.875,9.018,3.543,23.088,86.826,40.65
7.678,11.907,3.174,1135.575,4.281,18.757,0.312,22.703,75.083,73.15
5.231,1.148,5.229,1250.491,8.785,14.759,0.176,13.541,94.204,34.4
7.234,10.148,0.123,1168.302,7.903,9.213,0.842,26.774,70.885,67.86
7.686,13.613,1.078,106.279,4.327,11.43,3.639,28.01,87.029,80.37
6.504,6.69,24.434,331.487,9.181,13.883,0.919,14.996,90.941,46.57
8.469,4.055,6.135,828.081,7.96,11.885,2.557,17.291,78.293,49.07
5.48,10.163,16.616,1405.492,7.831,17.586,0.466,34.743,95.67,44.43
5.338,11.623,20.994,1260.687,6.864,7.202,4.604,18.105,92.671,40.92
8.277,8.104,13.811,1271.675,0.631,6.068,1.72,28.542,76.544,70.36
7.23,13.571,3.913,489.652,8.51,4.355,4.541,20.224,68.219,68.4
8.098,1.672,18.23,672.699,4.824,0.852,4.724,29.42,76.603,45.01
6.957,7.562,15.046,732.524,11.34,0.956,0.031,28.764,76.158,59.73
6.109,10.34,18.308,278.189,9.907,17.414,2.321,26.029,93.809,51.33
8.686,12.214,19.267,95.049,7.258,13.6,0.123,31.079,96.047,59.75
8.597,3.33,24.388,1423.009,3.4,13.245,4.543,33.359,70.043,34.28
8.126,11.4,14.382,399.033,2.843,12.331,2.592,23.66,81.668,70.27
6.225,8.185,8.607,397.926,4.414,16.999,0.375,14.412,83.902,63.88
7.656,6.155,16.247,170.9,5.981,9.657,0.551,18.763,70.694,61.09
6.624,2.712,1.804,1396.336,3.905,17.421,1.918,28.474,78.947,51.33
5.412,12.249,22.445,890.619,6.422,7.253,4.701,25.574,77.195,44.53
9.128,3.045,3.073,1017.203,2.402,18.541,3.465,12.801,83.546,50.1
5.616,5.027,8.263,1371.786,11.744,14.003,4.338,9.383,87.175,38.18
9.276,4.771,20.412,551.149,1.741,5.218,1.832,26.44,88.401,50.93
7.007,12.328,14.973,951.186,11.217,11.325,0.216,14.779,71.966,55.75
5.833,9.745,9.902,106.259,11.006,10.707,4.872,21.491,91.575,56.7
7.439,11.357,11.889,320.82,6.542,2.844,0.086,28.162,87.678,74.52
8.928,4.256,21.378,1255.306,8.836,11.866,4.738,23.192,93.783,27.68
8.295,9.123,8.566,1161.814,5.515,6.364,1.843,10.249,81.031,64.59
8.63,8.433,21.754,558.432,7.745,1.142,0.05,13.011,93.923,56.0
7.965,11.827,2.295,596.375,4.417,18.978,3.446,13.922,93.107,70.56
8.115,12.779,19.442,823.654,3.963,12.866,4.903,14.962,80.714,54.86
8.821,1.158,21.204,50.349,7.15,17.551,4.828,23.266,79.053,28.93
6.124,9.762,4.627,399.804,6.228,13.554,0.805,21.607,95.052,67.42
7.202,1.674,10.816,351.936,7.165,7.204,0.906,13.485,88.74,51.16
5.995,8.135,4.221,413.2,3.797,10.302,2.828,9.824,94.919,69.39
9.445,4.739,17.694,1218.563,4.72,13.547,3.187,12.629,91.112,36.9
9.248,4.988,13.43,455.527,1.465,19.209,3.697,34.578,85.67,54.78
5.177,5.588,15.92,327.706,1.101,5.148,0.905,20.651,71.36,59.32
8.175,9.077,4.993,781.182,3.415,17.512,4.795,31.418,76.453,65.01
9.164,5.343,5.372,1305.185,1.354,18.489,3.194,30.916,96.096,57.36
5.813,10.525,1.133,399.957,1.693,13.441,4.235,21.811,77.263,73.04
7.556,6.259,8.119,163.878,9.849,18.632,2.7,27.081,70.704,60.08
9.12,1.889,14.038,566.787,0.947,8.018,2.071,13.204,88.519,51.4
5.153,11.189,21.463,1134.095,8.078,19.065,4.886,26.587,89.286,33.76
8.138,4.715,16.706,848.501,3.634,14.085,2.911,15.354,76.278,49.72
6.338,6.626,10.941,1234.35,10.523,0.936,4.334,30.466,76.632,46.72
9.16,9.911,23.833,1441.409,6.077,18.147,4.766,10.261,81.598,38.64
9.37,5.322,18.009,1199.361,4.014,9.741,3.377,28.875,68.632,39.13
9.249,1.736,23.261,925.514,6.453,9.261,2.745,10.698,90.89,28.29
7.134,5.861,13.237,765.345,4.893,11.373,0.018,31.792,77.196,58.53
8.879,13.278,6.547,108.1,6.989,3.073,0.2,16.214,92.759,73.54
8.8,9.343,1.415,1477.267,1.817,9.436,1.004,25.669,91.276,73.65
6.436,9.729,18.18,606.048,11.965,16.639,0.93,21.163,87.181,51.94
8.73,9.22,3.12,270.731,5.394,0.408,1.274,17.89,77.421,78.3
5.167,3.587,7.639,1016.728,4.505,5.531,1.525,25.427,82.973,47.28
7.683,6.438,13.359,462.218,8.667,0.149,1.8,33.583,80.9,60.56
6.035,10.762,14.154,899.378,4.685,8.373,2.103,9.114,77.828,60.4
5.543,2.318,15.055,900.813,10.083,14.593,0.494,32.809,92.596,33.73
